sqft,bedrooms,bathrooms,age,neighborhood,sale_price
1727,3,1.7,12,Suburbs,418788
2051,3,1.8,47,Suburbs,441202
1267,3,1.5,10,Suburbs,361642
1537,3,2.1,31,Suburbs,349705
2233,3,1.9,32,Suburbs,481299
1576,3,1.8,38,Downtown,531780
2836,5,3.5,9,Downtown,984995
1560,3,2.2,58,Suburbs,335590
1934,4,3.4,35,Downtown,726490
2359,4,2.3,37,Rural,315471
948,2,1.7,14,Rural,166047
743,2,1.7,66,Rural,100656
884,2,1.2,14,Suburbs,252827
2557,4,2.9,59,Suburbs,525541
1468,2,1.3,73,Downtown,411658
3334,6,4.0,3,Downtown,1187724
1461,3,2.6,32,Downtown,548269
1910,3,2.3,33,Rural,259247
2725,5,3.7,18,Rural,374227
3003,6,4.0,8,Rural,415902
3036,5,3.1,45,Rural,447525
2525,4,2.7,62,Downtown,811445
2414,4,3.2,56,Suburbs,533735
2155,4,2.3,68,Suburbs,445875
2267,4,2.5,66,Rural,268537
1469,2,1.4,21,Suburbs,337100
1309,2,1.1,14,Suburbs,320276
1797,3,1.9,73,Suburbs,323418
1697,2,1.3,25,Rural,186272
1528,3,1.7,44,Downtown,502546
2217,4,2.5,42,Downtown,746077
2373,3,2.3,64,Suburbs,473788
1853,3,1.7,42,Downtown,633086
2686,5,3.0,68,Downtown,825253
1114,1,1.0,44,Rural,119284
1683,2,1.6,27,Rural,248452
1369,2,1.3,28,Suburbs,315266
680,1,1.0,22,Suburbs,197350
1750,3,2.1,56,Suburbs,416753
1726,3,1.6,69,Rural,189024
2708,5,3.6,26,Downtown,946559
2178,4,2.9,2,Rural,309887
1185,1,1.0,25,Rural,115010
2912,4,3.1,63,Downtown,897312
2532,5,3.2,52,Downtown,865115
2149,4,3.1,21,Suburbs,528242
1664,2,1.4,6,Downtown,598454
1224,3,2.0,16,Downtown,484481
1576,3,2.1,39,Downtown,534200
2453,4,2.8,72,Downtown,785563
2930,5,3.9,17,Suburbs,676824
2725,4,2.5,20,Suburbs,613996
1506,2,1.2,18,Downtown,522332
1128,2,1.7,58,Downtown,394622
1884,3,1.9,36,Suburbs,437696
738,2,1.7,7,Suburbs,208089
1993,3,2.6,20,Downtown,678457
1711,3,2.0,30,Rural,243039
1520,3,2.3,74,Suburbs,317499
843,2,1.1,54,Suburbs,178649
2108,3,2.3,54,Suburbs,464172
1480,2,1.5,23,Downtown,515498
1098,2,1.5,32,Downtown,397620
400,1,1.0,23,Suburbs,145376
1783,3,1.6,8,Downtown,633308
2863,5,3.7,31,Downtown,1014594
2796,4,2.2,43,Suburbs,573054
1525,3,2.0,65,Downtown,500007
1438,2,1.7,11,Rural,233536
2081,4,2.9,6,Downtown,751104
1200,2,2.0,7,Downtown,472816
1981,4,3.1,47,Suburbs,481371
2259,4,2.6,22,Suburbs,549643
2536,4,2.8,24,Rural,332530
1739,3,2.1,22,Downtown,604302
1677,3,1.6,71,Rural,215699
1273,2,1.1,58,Rural,174181
1303,3,1.9,8,Suburbs,325860
1664,2,1.0,1,Downtown,559745
2020,4,2.8,28,Suburbs,486138
2348,3,2.0,19,Rural,315989
1318,3,1.6,52,Rural,166725
2695,5,3.6,57,Suburbs,608442
1637,3,2.3,74,Suburbs,324931
1787,2,1.5,40,Suburbs,332875
1351,2,1.3,11,Suburbs,320373
400,1,1.0,17,Suburbs,137884
2330,3,2.3,16,Rural,301231
2242,4,2.9,74,Suburbs,446394
1631,3,1.9,72,Downtown,463411
1840,3,2.2,8,Rural,250977
2109,3,2.5,38,Rural,289753
862,1,1.0,46,Downtown,301169
1482,3,2.7,42,Downtown,557584
2276,3,1.9,14,Rural,282092
1047,1,1.0,71,Suburbs,164638
1976,4,2.6,61,Rural,262345
986,2,1.5,42,Rural,148906
2079,3,1.6,53,Downtown,649216
1778,3,1.9,27,Rural,198943
830,1,1.0,72,Suburbs,131562
2498,5,3.5,52,Downtown,846184
1359,2,1.7,7,Rural,209202
1313,2,1.6,54,Rural,177891
1920,3,1.4,32,Suburbs,422944
2489,4,3.4,49,Rural,327482
1190,2,1.5,34,Rural,163973
1837,4,2.6,37,Rural,267963
2057,4,2.8,64,Rural,267012
2215,4,2.9,46,Suburbs,498234
1905,3,1.9,15,Rural,254752
1579,2,1.5,8,Rural,220703
1303,3,1.9,10,Rural,211991
1851,4,2.7,14,Downtown,704999
1156,2,1.2,56,Suburbs,249445
400,1,1.0,29,Downtown,211264
2061,4,2.8,26,Downtown,742008
2342,3,2.3,53,Suburbs,472770
400,1,1.0,18,Downtown,220892
1194,1,1.0,61,Downtown,309642
2171,4,2.9,31,Downtown,737821
3034,6,4.0,59,Suburbs,679859
1812,4,3.1,63,Rural,250049
1363,3,1.7,20,Suburbs,317295
1690,2,1.1,24,Suburbs,361689
2624,4,2.5,36,Suburbs,560175
1412,3,2.4,42,Downtown,497688
1320,2,1.7,42,Rural,191121
1510,2,1.5,46,Suburbs,334291
1228,3,2.4,6,Suburbs,346850
1873,4,2.5,5,Rural,267276
2774,5,3.6,44,Rural,336689
1993,4,2.8,44,Rural,296019
1648,3,2.4,29,Downtown,603133
1624,3,2.1,23,Rural,214250
862,1,1.0,65,Downtown,257846
2329,3,2.3,1,Suburbs,541452
1753,3,2.4,34,Downtown,604328
1691,2,1.2,72,Rural,193433
3715,6,4.0,16,Downtown,1246250
1979,4,2.5,23,Rural,270073
1348,3,1.4,41,Downtown,467988
1544,3,2.2,26,Suburbs,365859
2489,4,3.0,47,Downtown,831058
1867,4,2.9,62,Suburbs,455526
937,1,1.0,6,Rural,126432
2351,4,2.7,8,Suburbs,526944
1399,3,1.4,14,Rural,164065
2923,5,3.9,15,Rural,398249
2448,4,2.5,4,Suburbs,564733
1531,3,2.5,51,Suburbs,354716
2568,5,3.8,12,Downtown,944139
1840,4,2.5,14,Downtown,659321
2311,3,1.8,52,Suburbs,436251
2090,3,2.2,45,Suburbs,455224
1292,2,1.1,15,Suburbs,313048
1413,3,2.1,57,Suburbs,307517
2417,4,2.7,19,Rural,293096
1599,3,1.6,22,Suburbs,388597
1557,2,1.0,68,Suburbs,319777
1226,2,1.5,6,Suburbs,322004
2054,4,2.6,3,Suburbs,495454
3037,5,3.3,23,Rural,402053
1159,2,1.6,71,Downtown,321292
1814,4,3.2,41,Downtown,678441
2647,4,2.7,6,Downtown,922630
1752,3,2.0,42,Downtown,549945
2071,4,3.0,6,Downtown,772767
1162,1,1.0,37,Rural,153061
2056,3,2.2,49,Downtown,651621
1687,3,2.3,74,Rural,197424
2391,3,2.3,71,Rural,251877
2512,5,2.9,36,Downtown,872815
3353,6,4.0,21,Downtown,1145046
2147,3,1.8,42,Downtown,640021
1995,3,2.1,42,Suburbs,426907
1916,3,2.2,3,Rural,291965
1588,2,1.8,55,Downtown,485505
2003,4,2.7,59,Suburbs,476237
1622,3,2.0,54,Rural,215079
1901,3,2.4,30,Suburbs,443762
2590,4,2.9,13,Suburbs,597169
1196,2,1.8,44,Downtown,408369
2483,5,3.6,33,Rural,336205
2590,5,3.2,63,Suburbs,556441
1729,3,1.7,10,Rural,254026
526,1,1.0,2,Downtown,244980
1435,3,2.3,72,Rural,157135
2578,5,3.9,66,Suburbs,547102
1786,2,2.0,24,Suburbs,443165
1200,3,2.4,59,Rural,175114
1497,3,2.4,72,Suburbs,324911
2304,3,1.9,51,Suburbs,453070
2128,3,1.8,2,Suburbs,510065
1656,2,1.7,62,Downtown,494131
1579,3,2.2,73,Downtown,497008
1564,3,2.1,4,Suburbs,383208
1246,2,1.5,54,Rural,157870
2769,4,2.9,56,Downtown,864231
1606,3,2.5,28,Rural,212088
2530,4,3.2,53,Suburbs,563733
2712,4,3.0,42,Suburbs,558991
2398,3,2.4,43,Rural,308097
1541,3,2.3,11,Downtown,604987
2042,4,2.7,36,Rural,259204
1785,3,2.3,3,Rural,243674
1257,3,1.7,33,Suburbs,304573
1994,4,3.1,66,Downtown,664475
1092,2,1.0,50,Rural,133389
2512,4,2.9,73,Downtown,785331
1521,3,1.8,56,Suburbs,365713
1920,4,3.0,55,Downtown,645497
1969,3,2.1,5,Suburbs,437771
1644,3,1.6,58,Downtown,535593
2152,4,2.9,7,Rural,342990
1515,2,1.2,72,Suburbs,293795
2322,3,2.4,24,Rural,279947
992,1,1.0,49,Suburbs,200741
1875,4,2.9,19,Downtown,680430
2963,4,2.5,11,Downtown,1002383
1199,2,1.2,67,Suburbs,209759
1393,3,2.0,38,Suburbs,326320
2108,4,3.1,48,Suburbs,459445
1907,4,3.3,30,Downtown,705659
2010,3,1.9,71,Suburbs,392938
2093,3,2.4,38,Suburbs,464886
2180,4,2.1,4,Rural,306291
2465,4,2.4,42,Suburbs,516239
2045,4,2.5,44,Rural,282285
1655,3,1.7,20,Rural,228282
2203,4,2.3,63,Rural,251244
2939,4,2.9,64,Downtown,948400
1720,3,2.0,3,Rural,259856
1215,3,2.2,43,Suburbs,296173
2464,4,3.0,18,Downtown,889092
1727,2,1.5,37,Downtown,589214
496,1,1.0,15,Downtown,230602
2308,3,2.1,56,Downtown,716194
1478,3,1.7,19,Downtown,525417
1745,2,1.7,61,Downtown,518468
1999,4,2.6,42,Downtown,683586
1914,3,1.8,65,Rural,230372
2225,3,2.0,11,Suburbs,514581
1538,2,1.1,11,Suburbs,368991
2107,3,2.0,13,Rural,287755
1644,2,1.5,7,Rural,202073
2243,3,2.2,32,Downtown,717208
2169,4,2.5,16,Downtown,762778
1238,2,1.3,23,Rural,166741
2451,4,3.1,56,Downtown,816220
1478,2,1.5,54,Suburbs,282226
2284,3,2.7,53,Suburbs,475792
2020,4,3.2,66,Downtown,687317
2902,4,3.1,66,Downtown,889902
1665,2,1.0,2,Downtown,591793
1590,2,1.6,48,Suburbs,330820
1788,2,1.4,58,Downtown,534714
1618,3,1.9,31,Rural,215701
2279,3,2.2,30,Downtown,762312
830,2,1.7,67,Rural,74960
1167,1,1.0,57,Downtown,329657
1159,2,1.1,42,Downtown,390593
2370,4,3.0,74,Suburbs,504326
2826,4,2.6,69,Rural,363250
1737,2,1.5,34,Rural,209958
1698,3,2.0,20,Rural,266408
1842,4,2.7,70,Suburbs,387732
2497,4,3.0,16,Rural,365991
1243,3,1.8,57,Suburbs,297353
1943,4,3.4,26,Downtown,703599
2385,4,2.3,10,Downtown,841056
2100,3,1.9,21,Rural,274876
1913,4,2.9,14,Downtown,733760
2400,5,3.7,67,Downtown,796428
400,1,1.0,72,Rural,36975
2206,3,2.1,50,Downtown,720337
1407,2,1.5,6,Rural,200952
701,2,1.3,20,Rural,136392
2106,3,2.5,35,Downtown,698797
2624,5,3.8,25,Downtown,967098
1717,2,1.7,42,Downtown,532988
2371,3,1.8,57,Downtown,703667
2767,5,3.5,18,Downtown,1005493
2588,4,2.7,59,Suburbs,534518
2783,4,2.5,37,Downtown,930269
2245,3,2.2,34,Suburbs,506554
1845,4,2.6,68,Rural,231380
838,1,1.0,22,Downtown,274646
1652,2,1.1,12,Downtown,564260
1294,3,2.6,43,Downtown,482250
3102,5,3.2,37,Rural,420749
1694,2,1.5,53,Suburbs,375986
1873,3,2.3,59,Suburbs,383702
2130,3,1.9,23,Downtown,729956
1826,3,2.4,46,Downtown,623876
2817,5,3.1,59,Downtown,928523
1426,3,2.5,58,Downtown,496386
1916,3,2.1,11,Rural,227136
1354,2,1.2,62,Downtown,401000
1007,1,1.0,3,Rural,127601
1432,3,2.3,19,Downtown,545354
1777,3,1.9,70,Suburbs,380533
1542,2,1.2,63,Suburbs,307063
1384,2,1.3,34,Downtown,485488
956,2,1.0,72,Downtown,284485
1750,2,1.9,42,Rural,191992
897,2,1.2,25,Downtown,297593
2256,4,3.0,19,Downtown,807710
1849,3,2.2,66,Downtown,570771
925,2,1.1,25,Suburbs,215592
1614,2,1.4,46,Rural,162266
1348,2,1.6,36,Suburbs,290540
1991,3,2.0,30,Rural,255997
2604,4,3.2,58,Suburbs,569540
674,1,1.0,19,Downtown,277030
1869,3,2.4,29,Suburbs,464710
1703,3,2.0,8,Suburbs,399850
2202,4,2.5,6,Rural,328565
1927,4,2.6,61,Rural,248464
1348,3,2.2,8,Suburbs,376267
1608,2,1.6,52,Rural,185059
1322,3,1.4,14,Rural,217745
2445,5,3.5,52,Rural,329803
1812,4,2.8,48,Rural,232988
2940,4,2.7,21,Rural,377727
1763,3,2.5,65,Suburbs,370175
1374,2,1.5,59,Rural,174156
891,2,1.8,34,Downtown,323816
718,1,1.0,20,Suburbs,187965
849,1,1.0,14,Suburbs,226162
1960,4,3.3,26,Suburbs,483108
2105,3,2.5,2,Rural,322240
851,1,1.0,23,Downtown,327935
2337,4,2.7,73,Rural,281963
1510,3,2.0,25,Suburbs,371802
1888,4,2.9,32,Suburbs,461758
2767,4,3.0,67,Suburbs,578801
2338,3,1.8,16,Suburbs,481676
1638,2,1.4,10,Rural,216665
1265,3,1.5,63,Downtown,379120
508,1,1.1,71,Downtown,169281
1368,2,1.2,34,Suburbs,302543
1673,2,1.4,68,Downtown,478590
1207,2,1.3,6,Suburbs,327434
1721,2,1.7,6,Suburbs,414503
1846,3,1.2,45,Downtown,560512
1665,2,1.4,2,Suburbs,394026
1409,3,2.1,69,Downtown,445816
1901,4,2.7,56,Suburbs,392276
2065,4,3.3,9,Downtown,766312
1145,1,1.0,65,Suburbs,207991
2646,4,3.0,59,Downtown,835962
1740,3,2.2,38,Suburbs,366742
1811,3,2.5,43,Suburbs,431381
2224,4,2.6,28,Suburbs,511575
1939,3,1.9,3,Downtown,699042
2371,3,2.4,32,Rural,309378
1972,4,2.9,39,Suburbs,446754
1432,3,1.6,49,Suburbs,328528
2016,4,2.6,65,Downtown,645519
1113,2,1.5,44,Suburbs,235503
1865,4,3.1,46,Suburbs,450962
1780,2,1.2,70,Suburbs,364164
1675,2,1.0,74,Suburbs,322409
1722,2,1.6,72,Rural,210551
670,2,1.0,8,Rural,111162
1470,3,1.5,4,Suburbs,343600
1855,4,2.0,40,Suburbs,454695
1895,4,3.0,60,Suburbs,468179
1183,2,1.4,8,Rural,208650
2559,5,3.4,45,Rural,332340
1280,2,1.8,32,Downtown,429144
2381,3,2.3,15,Downtown,782553
2056,3,2.6,35,Suburbs,428224
1412,2,1.0,10,Suburbs,332986
2865,4,2.8,46,Rural,386839
1083,2,1.0,1,Suburbs,285411
2351,4,2.7,56,Suburbs,511566
2400,5,3.4,72,Rural,332467
1397,3,2.3,39,Rural,188692
2635,5,3.5,32,Rural,397181
1649,3,2.3,60,Rural,248264
1973,3,2.3,34,Downtown,662147
1956,4,3.4,39,Rural,261867
1719,3,2.0,42,Rural,238235
2286,4,2.5,70,Suburbs,467697
2276,4,2.9,61,Suburbs,467169
750,1,1.0,7,Suburbs,234698
2582,4,3.2,28,Downtown,904308
802,2,1.3,21,Rural,132549
2419,4,2.6,71,Rural,265509
2476,4,2.7,66,Downtown,749091
1145,2,1.6,22,Rural,168874
1553,3,2.1,15,Suburbs,378213
1136,2,1.2,29,Downtown,396834
1671,3,2.6,21,Rural,260085
1615,3,1.8,1,Downtown,628915
2267,3,2.1,38,Downtown,756977
2586,5,3.7,52,Rural,320455
2637,5,3.0,48,Suburbs,577325
1462,3,2.2,5,Rural,240118
1674,2,1.1,9,Rural,232784
789,2,1.6,14,Suburbs,263736
1316,3,1.8,24,Rural,201673
2378,4,3.0,25,Rural,358396
2769,4,3.1,56,Rural,352299
1059,2,1.7,74,Downtown,341304
1444,3,2.2,35,Downtown,515899
1784,3,2.0,43,Downtown,592220
1968,3,1.9,53,Rural,259385
1314,3,2.5,9,Suburbs,392876
2054,4,2.6,35,Downtown,728542
1515,3,1.8,37,Suburbs,349487
1791,2,1.6,27,Rural,256511
2127,4,2.6,20,Downtown,714908
1803,4,2.5,20,Rural,232696
1538,3,1.7,24,Suburbs,381713
1734,2,1.3,15,Downtown,586567
1746,2,1.4,67,Downtown,515502
1577,3,2.2,7,Downtown,606374
1644,2,1.7,3,Downtown,605661
2759,4,3.0,66,Suburbs,554170
2136,3,2.0,73,Downtown,644019
1622,3,2.0,5,Rural,258968
2218,4,3.0,16,Downtown,824394
1599,2,1.8,56,Suburbs,369980
2503,4,2.8,47,Downtown,821023
2021,3,2.0,3,Suburbs,487048
1735,3,1.8,61,Suburbs,331594
2068,4,2.4,51,Rural,255722
857,1,1.0,31,Downtown,296529
1123,1,1.0,19,Downtown,411464
1083,1,1.0,24,Downtown,359171
1885,3,2.1,43,Rural,257487
2839,5,3.9,25,Rural,386002
3138,5,3.4,34,Suburbs,691044
2182,4,3.1,9,Suburbs,541930
2100,3,2.1,50,Suburbs,435665
719,1,1.0,14,Rural,105524
1474,2,1.6,9,Rural,174670
1327,2,1.5,33,Rural,171869
1427,2,1.5,10,Suburbs,337184
1699,3,2.1,39,Rural,214955
1516,2,1.4,66,Suburbs,305011
612,1,1.4,39,Suburbs,168873
2248,3,2.5,37,Downtown,741596
1156,2,1.6,42,Downtown,417296
1943,4,2.8,33,Downtown,705347
3044,6,4.0,14,Suburbs,720273
1248,3,2.3,29,Downtown,474877
400,1,1.0,14,Downtown,216316
1628,2,1.3,57,Downtown,498317
2460,4,2.8,5,Rural,368880
2975,5,2.5,60,Suburbs,644074
1062,1,1.0,27,Downtown,349853
2098,3,2.0,3,Rural,286613
1520,3,2.6,62,Rural,210552
1736,3,2.1,32,Rural,255077
3386,6,3.8,15,Downtown,1190233
898,1,1.0,18,Rural,128321
1952,3,1.8,4,Suburbs,439649
2080,4,2.9,58,Rural,248183
2451,4,2.9,25,Rural,333202
1858,4,3.1,43,Rural,264566
1984,4,2.6,53,Rural,236641
1565,2,1.4,20,Suburbs,358403
1961,4,2.4,18,Downtown,725989
1594,3,2.3,62,Suburbs,322266
2172,4,3.0,28,Suburbs,533872
1578,2,1.5,13,Downtown,546838
2026,4,2.8,21,Rural,311352
1782,3,2.2,46,Downtown,581088
2475,5,4.0,53,Downtown,831976
1769,3,2.0,10,Suburbs,420471
736,2,1.4,46,Downtown,273580
2557,5,3.2,27,Rural,340926
1256,3,1.8,70,Suburbs,264121
1407,2,1.4,40,Rural,185964
1442,2,1.7,1,Suburbs,359849
2624,5,3.4,4,Rural,371621
518,1,1.0,29,Downtown,181178
3682,6,4.0,40,Downtown,1219205
2433,5,3.3,30,Downtown,860194
1933,3,2.2,62,Rural,267071
1767,3,1.7,65,Suburbs,342377
1971,4,3.2,9,Suburbs,465785
2112,4,2.6,5,Suburbs,532666
2187,4,3.0,3,Downtown,821041
2133,4,2.4,50,Rural,253417
1853,3,2.3,31,Suburbs,395217
1681,3,2.3,15,Rural,272305
1709,2,1.5,28,Suburbs,403569
1683,3,1.8,35,Downtown,524078
2480,5,3.6,68,Rural,308662
2156,4,2.4,29,Suburbs,530191
400,1,1.0,52,Suburbs,87198
2193,4,3.1,29,Suburbs,506203
1916,4,3.0,62,Suburbs,422795
1788,3,2.1,54,Downtown,554612
1566,3,1.8,74,Suburbs,283783
2474,4,3.0,56,Suburbs,553368
2368,4,2.8,15,Downtown,798673
1336,2,1.0,42,Suburbs,290377
2044,4,3.0,71,Rural,274606
1217,2,1.4,72,Rural,109621
972,1,1.1,23,Suburbs,212662
1423,3,1.8,47,Downtown,509949
2317,4,1.8,5,Downtown,822958
2371,3,2.2,5,Downtown,803363
2107,4,2.9,20,Suburbs,531811
2235,4,2.3,18,Suburbs,545510
2109,4,2.5,59,Rural,271631
1415,2,2.2,51,Downtown,447730
2059,4,2.7,6,Suburbs,503383
2280,4,3.0,34,Suburbs,529330
2252,4,2.6,28,Suburbs,514656
2513,4,2.2,6,Downtown,891302
2224,4,2.7,44,Downtown,715184
2010,3,2.0,45,Rural,221992
2442,5,3.4,57,Downtown,824332
1784,2,1.4,31,Suburbs,373260
1270,3,2.2,48,Rural,164332
1702,3,2.1,49,Downtown,527612
1353,2,1.0,15,Downtown,479089
